SEASON,TEAM,TEAM_CLEANED,PLAYER,NUMBER,AGE,POSITION,POSITION_TYPE,VALUE_EUR,PLAYER_LINK,NATIONALITY
2016,Selangor FC,Selangor FC,Juliano Mineiro,-,29,Attacking Midfield,Midfielders,400000.0,https://www.transfermarkt.com/juliano-mineiro/profil/spieler/39143,Brazil
2016,Selangor FC,Selangor FC,Joseph Kalang Tie,-,28,Attacking Midfield,Midfielders,146.0,https://www.transfermarkt.com/joseph-kalang-tie/profil/spieler/220512,Malaysia
2016,Selangor FC,Selangor FC,Victor Astafei,-,28,Left Winger,Midfielders,450000.0,https://www.transfermarkt.com/victor-astafei/profil/spieler/119671,Romania
2016,Selangor FC,Selangor FC,Faizzudin Abidin,11,19,Left Winger,Forwards,148.0,https://www.transfermarkt.com/faizzudin-abidin/profil/spieler/483676,Malaysia
2016,Selangor FC,Selangor FC,Ilham Armaiyn,18,19,Left Winger,Forwards,149.0,https://www.transfermarkt.com/ilham-armaiyn/profil/spieler/506338,Indonesia
2016,Selangor FC,Selangor FC,Andik Vermansyah,-,24,Right Winger,Forwards,150.0,https://www.transfermarkt.com/andik-vermansyah/profil/spieler/252717,Indonesia
2016,Selangor FC,Selangor FC,Amri Yahyah,29,34,Second Striker,Forwards,151.0,https://www.transfermarkt.com/amri-yahyah/profil/spieler/120049,Malaysia
2016,Selangor FC,Selangor FC,Rufino Segovia,30,30,Centre-Forward,Forwards,150000.0,https://www.transfermarkt.com/rufino-segovia/profil/spieler/39676,Spain
2016,Selangor FC,Selangor FC,Forkey Doe,10,30,Centre-Forward,Forwards,153.0,https://www.transfermarkt.com/forkey-doe/profil/spieler/34302,Liberia
2016,Selangor FC,Selangor FC,Nurshamil Abd Ghani,-,21,Centre-Forward,Forwards,154.0,https://www.transfermarkt.com/nurshamil-abd-ghani/profil/spieler/315720,Malaysia
2016,Selangor FC,Selangor FC,Afiq Azmi,19,26,Centre-Forward,Forwards,155.0,https://www.transfermarkt.com/afiq-azmi/profil/spieler/377353,Malaysia
2016,Sri Pahang FC,Sri Pahang FC,Helmi Eliza,1,32,Goalkeeper,Goalkeeper,156.0,https://www.transfermarkt.com/helmi-eliza/profil/spieler/69296,Malaysia
2016,Sri Pahang FC,Sri Pahang FC,Mohd Saufi Muhammad,22,23,Goalkeeper,Goalkeeper,157.0,https://www.transfermarkt.com/mohd-saufi-muhammad/profil/spieler/480176,Malaysia
2016,Sri Pahang FC,Sri Pahang FC,Wan Azraie,27,29,Goalkeeper,Goalkeeper,158.0,https://www.transfermarkt.com/wan-azraie/profil/spieler/480175,Malaysia
2016,Sri Pahang FC,Sri Pahang FC,Jae-won Heo,-,31,Centre-Back,Defenders,400000.0,https://www.transfermarkt.com/jae-won-heo/profil/spieler/150204,"Korea, South"
2016,Sri Pahang FC,Sri Pahang FC,Safuwan Baharudin,-,24,Centre-Back,Defenders,100000.0,https://www.transfermarkt.com/safuwan-baharudin/profil/spieler/149956,Singapore
2016,Sri Pahang FC,Sri Pahang FC,Kiko Insa,9,27,Centre-Back,Defenders,100000.0,https://www.transfermarkt.com/kiko-insa/profil/spieler/83879,Malaysia
2016,Sri Pahang FC,Sri Pahang FC,Mohd Saiful Nizam Miswan,3,34,Centre-Back,Defenders,162.0,https://www.transfermarkt.com/mohd-saiful-nizam-miswan/profil/spieler/289104,Malaysia
2016,Sri Pahang FC,Sri Pahang FC,Afif Amiruddin,19,31,Centre-Back,Defenders,163.0,https://www.transfermarkt.com/afif-amiruddin/profil/spieler/377355,Malaysia
2016,Sri Pahang FC,Sri Pahang FC,Muslim Ahmad,24,26,Centre-Back,Defenders,164.0,https://www.transfermarkt.com/muslim-ahmad/profil/spieler/190989,Malaysia
2016,Sri Pahang FC,Sri Pahang FC,Hilmi Husaini Asmadi,32,20,Left-Back,Defenders,165.0,https://www.transfermarkt.com/hilmi-husaini-asmadi/profil/spieler/480178,Malaysia
2016,Sri Pahang FC,Sri Pahang FC,R. Dinesh,4,17,Left-Back,Defenders,166.0,https://www.transfermarkt.com/r-dinesh/profil/spieler/480179,Malaysia
2016,Sri Pahang FC,Sri Pahang FC,Faisal Rosli,14,24,Left-Back,Defenders,167.0,https://www.transfermarkt.com/faisal-rosli/profil/spieler/480180,Malaysia
2016,Sri Pahang FC,Sri Pahang FC,Zubir Azmi,21,24,Left-Back,Defenders,168.0,https://www.transfermarkt.com/zubir-azmi/profil/spieler/252044,Malaysia
2016,Sri Pahang FC,Sri Pahang FC,Matthew Davies,2,20,Right-Back,Defenders,150000.0,https://www.transfermarkt.com/matthew-davies/profil/spieler/264368,Australia
2016,Sri Pahang FC,Sri Pahang FC,Ashar Al-Aafiz,30,20,Right-Back,Midfielders,170.0,https://www.transfermarkt.com/ashar-al-aafiz/profil/spieler/480177,Malaysia
2016,Sri Pahang FC,Sri Pahang FC,Syamim Yahya,11,25,Midfielder,Midfielders,171.0,https://www.transfermarkt.com/syamim-yahya/profil/spieler/377359,Malaysia
2016,Sri Pahang FC,Sri Pahang FC,Ahmad Nordin Alias,18,30,Defensive Midfield,Midfielders,172.0,https://www.transfermarkt.com/ahmad-nordin-alias/profil/spieler/480252,Malaysia
2016,Sri Pahang FC,Sri Pahang FC,Salomon Raj,23,21,Defensive Midfield,Midfielders,173.0,https://www.transfermarkt.com/salomon-raj/profil/spieler/480255,Malaysia
2016,Sri Pahang FC,Sri Pahang FC,Yamil Romero,10,20,Central Midfield,Midfielders,174.0,https://www.transfermarkt.com/yamil-romero/profil/spieler/332260,Argentina
2016,Sri Pahang FC,Sri Pahang FC,Azam Azih,20,20,Central Midfield,Midfielders,175.0,https://www.transfermarkt.com/azam-azih/profil/spieler/483970,Malaysia
2016,Sri Pahang FC,Sri Pahang FC,Joseph Kalang Tie,-,28,Attacking Midfield,Midfielders,176.0,https://www.transfermarkt.com/joseph-kalang-tie/profil/spieler/220512,Malaysia
2016,Sri Pahang FC,Sri Pahang FC,Ashaari Samsuddin,5,30,Attacking Midfield,Midfielders,177.0,https://www.transfermarkt.com/ashaari-samsuddin/profil/spieler/190990,Malaysia
2016,Sri Pahang FC,Sri Pahang FC,Nurridzuan Hassan,16,23,Attacking Midfield,Midfielders,178.0,https://www.transfermarkt.com/nurridzuan-hassan/profil/spieler/480251,Malaysia
2016,Sri Pahang FC,Sri Pahang FC,Faisal Halim,7,17,Left Winger,Midfielders,179.0,https://www.transfermarkt.com/faisal-halim/profil/spieler/480250,Malaysia
2016,Sri Pahang FC,Sri Pahang FC,Wan Zaharulnizam Zakaria,8,24,Left Winger,Midfielders,180.0,https://www.transfermarkt.com/wan-zaharulnizam-zakaria/profil/spieler/215407,Malaysia
2016,Sri Pahang FC,Sri Pahang FC,Sharul Nizam,34,19,Left Winger,Midfielders,181.0,https://www.transfermarkt.com/sharul-nizam/profil/spieler/480181,Malaysia
2016,Sri Pahang FC,Sri Pahang FC,C. Jayaselan,6,29,Right Winger,Midfielders,182.0,https://www.transfermarkt.com/c-jayaselan/profil/spieler/407684,Malaysia
2016,Sri Pahang FC,Sri Pahang FC,Mohamadou Sumareh,26,21,Right Winger,Forwards,183.0,https://www.transfermarkt.com/mohamadou-sumareh/profil/spieler/480258,The Gambia
2016,Sri Pahang FC,Sri Pahang FC,Kogileswaran Raj,28,17,Right Winger,Forwards,184.0,https://www.transfermarkt.com/kogileswaran-raj/profil/spieler/480257,Malaysia
2016,Sri Pahang FC,Sri Pahang FC,Zuhair Aizat,33,19,Right Winger,Forwards,185.0,https://www.transfermarkt.com/zuhair-aizat/profil/spieler/480253,Malaysia
2016,Sri Pahang FC,Sri Pahang FC,Matheus Alves,29,22,Centre-Forward,Forwards,350000.0,https://www.transfermarkt.com/matheus-alves/profil/spieler/276892,Brazil
2016,Sri Pahang FC,Sri Pahang FC,Bright Dike,-,28,Centre-Forward,Forwards,150000.0,https://www.transfermarkt.com/bright-dike/profil/spieler/147151,Nigeria
2016,Sri Pahang FC,Sri Pahang FC,Norshahrul Idlan,-,29,Centre-Forward,Forwards,188.0,https://www.transfermarkt.com/norshahrul-idlan/profil/spieler/69312,Malaysia
2016,Selangor FC II,Selangor FC II,Zamir Selamat,-,26,Goalkeeper,Goalkeeper,189.0,https://www.transfermarkt.com/zamir-selamat/profil/spieler/392742,Malaysia
2016,Selangor FC II,Selangor FC II,G. Jeevananthan,1,35,Goalkeeper,Goalkeeper,190.0,https://www.transfermarkt.com/g-jeevananthan/profil/spieler/480383,Malaysia
2016,Selangor FC II,Selangor FC II,Haziq Aris,25,25,Goalkeeper,Goalkeeper,191.0,https://www.transfermarkt.com/haziq-aris/profil/spieler/480382,Malaysia
2016,Selangor FC II,Selangor FC II,Tauffiq Ar Rashid,30,20,Goalkeeper,Defenders,192.0,https://www.transfermarkt.com/tauffiq-ar-rashid/profil/spieler/524669,Malaysia
2016,Selangor FC II,Selangor FC II,Abdou Jammeh,12,29,Centre-Back,Defenders,250000.0,https://www.transfermarkt.com/abdou-jammeh/profil/spieler/61366,The Gambia
2016,Selangor FC II,Selangor FC II,Gonzalo Soto,-,25,Centre-Back,Defenders,75000.0,https://www.transfermarkt.com/gonzalo-soto/profil/spieler/149490,Argentina
2016,Selangor FC II,Selangor FC II,Arip Amiruddin,-,23,Centre-Back,Defenders,195.0,https://www.transfermarkt.com/arip-amiruddin/profil/spieler/483825,Malaysia
2016,Selangor FC II,Selangor FC II,Abdul Ghani Rahman,17,30,Centre-Back,Defenders,196.0,https://www.transfermarkt.com/abdul-ghani-rahman/profil/spieler/480384,Malaysia
2016,Selangor FC II,Selangor FC II,Mohd Nizam,24,31,Centre-Back,Defenders,197.0,https://www.transfermarkt.com/mohd-nizam/profil/spieler/480385,Malaysia
2016,Selangor FC II,Selangor FC II,Amirizwan Taj,26,29,Centre-Back,Defenders,198.0,https://www.transfermarkt.com/amirizwan-taj/profil/spieler/228933,Malaysia
2016,Selangor FC II,Selangor FC II,Qayyum Marjoni,-,21,Left-Back,Defenders,199.0,https://www.transfermarkt.com/qayyum-marjoni/profil/spieler/326131,Malaysia
2016,Selangor FC II,Selangor FC II,P. Gunalan,15,34,Left-Back,Defenders,200.0,https://www.transfermarkt.com/p-gunalan/profil/spieler/483814,Malaysia
2016,Selangor FC II,Selangor FC II,Kwang-il Park,2,24,Right-Back,Defenders,25000.0,https://www.transfermarkt.com/kwang-il-park/profil/spieler/258379,"Korea, South"
2016,Selangor FC II,Selangor FC II,Sabree Abu,-,28,Right-Back,Defenders,202.0,https://www.transfermarkt.com/sabree-abu/profil/spieler/69303,Malaysia
2016,Selangor FC II,Selangor FC II,Azmi Muslim,-,29,Right-Back,Midfielders,203.0,https://www.transfermarkt.com/azmi-muslim/profil/spieler/210512,Malaysia
2016,Selangor FC II,Selangor FC II,Azreen Zulkafali,16,26,Right-Back,Midfielders,204.0,https://www.transfermarkt.com/azreen-zulkafali/profil/spieler/483821,Malaysia
2016,Selangor FC II,Selangor FC II,Azmizi Azmi,27,29,Right-Back,Midfielders,205.0,https://www.transfermarkt.com/azmizi-azmi/profil/spieler/483816,Malaysia
2016,Selangor FC II,Selangor FC II,Munir Amran,6,32,Midfielder,Midfielders,206.0,https://www.transfermarkt.com/munir-amran/profil/spieler/483815,Malaysia
2016,Selangor FC II,Selangor FC II,Fauzan Dzulkifli,13,28,Defensive Midfield,Midfielders,207.0,https://www.transfermarkt.com/fauzan-dzulkifli/profil/spieler/483819,Malaysia
2016,Selangor FC II,Selangor FC II,M. Sivakumar,18,31,Defensive Midfield,Midfielders,208.0,https://www.transfermarkt.com/m-sivakumar/profil/spieler/483813,Malaysia
2016,Selangor FC II,Selangor FC II,Affize Faisal Mamat,20,26,Defensive Midfield,Midfielders,209.0,https://www.transfermarkt.com/affize-faisal-mamat/profil/spieler/215345,Malaysia
2016,Selangor FC II,Selangor FC II,K. Gurusamy,29,27,Defensive Midfield,Midfielders,210.0,https://www.transfermarkt.com/k-gurusamy/profil/spieler/190995,Malaysia
2016,Selangor FC II,Selangor FC II,Khairu Azrin,8,24,Central Midfield,Midfielders,211.0,https://www.transfermarkt.com/khairu-azrin/profil/spieler/483503,Malaysia
2016,Selangor FC II,Selangor FC II,Shahrul Azhar,5,30,Right Midfield,Midfielders,212.0,https://www.transfermarkt.com/shahrul-azhar/profil/spieler/483823,Malaysia
2016,Selangor FC II,Selangor FC II,P. Rajes,7,30,Right Midfield,Midfielders,213.0,https://www.transfermarkt.com/p-rajes/profil/spieler/483818,Malaysia
2016,Selangor FC II,Selangor FC II,Khairul Ramadhan Zauwawi,19,27,Left Midfield,Midfielders,214.0,https://www.transfermarkt.com/khairul-ramadhan-zauwawi/profil/spieler/483817,Malaysia
2016,Selangor FC II,Selangor FC II,Alif Haikal Sabri,23,20,Left Midfield,Midfielders,215.0,https://www.transfermarkt.com/alif-haikal-sabri/profil/spieler/483822,Malaysia
2016,Selangor FC II,Selangor FC II,Lucas Espíndola,-,21,Attacking Midfield,Forwards,216.0,https://www.transfermarkt.com/lucas-espindola/profil/spieler/354080,Argentina
2016,Selangor FC II,Selangor FC II,S. Sivanesan,-,25,Attacking Midfield,Forwards,217.0,https://www.transfermarkt.com/s-sivanesan/profil/spieler/483824,Malaysia
2016,Selangor FC II,Selangor FC II,Nazrin Syamsul Bahri,11,25,Left Winger,Forwards,218.0,https://www.transfermarkt.com/nazrin-syamsul-bahri/profil/spieler/483820,Malaysia
2016,Selangor FC II,Selangor FC II,Fábio Ferreira,21,26,Right Winger,Forwards,750000.0,https://www.transfermarkt.com/fabio-ferreira/profil/spieler/40615,Portugal
2016,Selangor FC II,Selangor FC II,Khyril Muhymeen,14,28,Right Winger,Forwards,220.0,https://www.transfermarkt.com/khyril-muhymeen/profil/spieler/69316,Malaysia
2016,Selangor FC II,Selangor FC II,Matías Jadue,-,23,Centre-Forward,Forwards,150000.0,https://www.transfermarkt.com/matias-jadue/profil/spieler/90647,Palestine
2016,Selangor FC II,Selangor FC II,Failee Ghazli,-,28,Centre-Forward,Forwards,222.0,https://www.transfermarkt.com/failee-ghazli/profil/spieler/483612,Malaysia
2016,Selangor FC II,Selangor FC II,Jafri Firdaus Chew,-,18,Centre-Forward,Forwards,223.0,https://www.transfermarkt.com/jafri-firdaus-chew/profil/spieler/484766,Malaysia
2016,Selangor FC II,Selangor FC II,Patrick Wleh,4,24,Centre-Forward,Forwards,224.0,https://www.transfermarkt.com/patrick-wleh/profil/spieler/177062,Liberia
2016,Selangor FC II,Selangor FC II,Bobby Gonzales,9,31,Centre-Forward,Goalkeeper,225.0,https://www.transfermarkt.com/bobby-gonzales/profil/spieler/299350,Malaysia
2016,Selangor FC II,Selangor FC II,Safee Sali,10,31,Centre-Forward,Goalkeeper,226.0,https://www.transfermarkt.com/safee-sali/profil/spieler/69310,Malaysia
2016,Kelantan FC,Kelantan FC,Shahrizan Ismail,-,35,Goalkeeper,Goalkeeper,227.0,https://www.transfermarkt.com/shahrizan-ismail/profil/spieler/301344,Malaysia
2016,Kelantan FC,Kelantan FC,Ramadhan Hamid,1,21,Goalkeeper,Goalkeeper,228.0,https://www.transfermarkt.com/ramadhan-hamid/profil/spieler/259935,Malaysia
2016,Kelantan FC,Kelantan FC,Khairul Fahmi,19,26,Goalkeeper,Goalkeeper,229.0,https://www.transfermarkt.com/khairul-fahmi/profil/spieler/190999,Malaysia
2016,Kelantan FC,Kelantan FC,Syihan Hazmi,33,19,Goalkeeper,Defenders,230.0,https://www.transfermarkt.com/syihan-hazmi/profil/spieler/484748,Malaysia
2016,Kelantan FC,Kelantan FC,Futty Danso,-,32,Centre-Back,Defenders,150000.0,https://www.transfermarkt.com/futty-danso/profil/spieler/116884,The Gambia
2016,Kelantan FC,Kelantan FC,Norhafiz Zamani Misbah,-,34,Centre-Back,Defenders,75000.0,https://www.transfermarkt.com/norhafiz-zamani-misbah/profil/spieler/69305,Malaysia
2016,Kelantan FC,Kelantan FC,Cássio,-,26,Centre-Back,Defenders,233.0,https://www.transfermarkt.com/cassio/profil/spieler/116059,Brazil
2016,Kelantan FC,Kelantan FC,Hasmizan Kamarodin,-,31,Centre-Back,Defenders,234.0,https://www.transfermarkt.com/hasmizan-kamarodin/profil/spieler/72469,Malaysia
2016,Kelantan FC,Kelantan FC,Sooryapparad Subramaniam,-,30,Centre-Back,Defenders,235.0,https://www.transfermarkt.com/sooryapparad-subramaniam/profil/spieler/228931,Malaysia
2016,Kelantan FC,Kelantan FC,Nik Shahrul Azim Abdul Halim,-,25,Centre-Back,Defenders,236.0,https://www.transfermarkt.com/nik-shahrul-azim-abdul-halim/profil/spieler/263224,Malaysia
2016,Kelantan FC,Kelantan FC,Nasharizam Abd. Rashid,-,20,Centre-Back,Defenders,237.0,https://www.transfermarkt.com/nasharizam-abd-rashid/profil/spieler/527704,Malaysia
2016,Kelantan FC,Kelantan FC,Farisham Ismail,6,30,Centre-Back,Defenders,238.0,https://www.transfermarkt.com/farisham-ismail/profil/spieler/301342,Malaysia
2016,Kelantan FC,Kelantan FC,Faris Shah,25,20,Centre-Back,Defenders,239.0,https://www.transfermarkt.com/faris-shah/profil/spieler/315725,Malaysia
2016,Kelantan FC,Kelantan FC,Faizol Nazlin Sayuti,27,23,Centre-Back,Defenders,240.0,https://www.transfermarkt.com/faizol-nazlin-sayuti/profil/spieler/301389,Malaysia
2016,Kelantan FC,Kelantan FC,Zairul Fitree Ishak,-,30,Left-Back,Midfielders,241.0,https://www.transfermarkt.com/zairul-fitree-ishak/profil/spieler/301341,Malaysia
2016,Kelantan FC,Kelantan FC,Aziz Ismail,-,27,Left-Back,Midfielders,242.0,https://www.transfermarkt.com/aziz-ismail/profil/spieler/301343,Malaysia
2016,Kelantan FC,Kelantan FC,Qayyum Marjoni,-,21,Left-Back,Midfielders,243.0,https://www.transfermarkt.com/qayyum-marjoni/profil/spieler/326131,Malaysia
2016,Kelantan FC,Kelantan FC,S.Veenod,-,27,Left-Back,Midfielders,244.0,https://www.transfermarkt.com/s-veenod/profil/spieler/474221,Malaysia
2016,Kelantan FC,Kelantan FC,Tengku Qayyum,-,29,Left-Back,Midfielders,245.0,https://www.transfermarkt.com/tengku-qayyum/profil/spieler/486721,Malaysia
2016,Kelantan FC,Kelantan FC,Azwan Aripin,32,19,Left-Back,Midfielders,246.0,https://www.transfermarkt.com/azwan-aripin/profil/spieler/501800,Malaysia
2016,Kelantan FC,Kelantan FC,Daudsu Jamaluddin,-,30,Right-Back,Midfielders,247.0,https://www.transfermarkt.com/daudsu-jamaluddin/profil/spieler/69299,Malaysia
2016,Kelantan FC,Kelantan FC,Morgaro Gomis,21,30,Defensive Midfield,Midfielders,600000.0,https://www.transfermarkt.com/morgaro-gomis/profil/spieler/43745,France
2016,Kelantan FC,Kelantan FC,Fadhilah Pauzi,35,19,Defensive Midfield,Midfielders,249.0,https://www.transfermarkt.com/fadhilah-pauzi/profil/spieler/523555,Malaysia
2016,Kelantan FC,Kelantan FC,Sukri Hamid,-,23,Central Midfield,Midfielders,250.0,https://www.transfermarkt.com/sukri-hamid/profil/spieler/483659,Malaysia
2016,Kelantan FC,Kelantan FC,Shahrul Hakim,-,20,Central Midfield,Midfielders,251.0,https://www.transfermarkt.com/shahrul-hakim/profil/spieler/491500,Malaysia
2016,Kelantan FC,Kelantan FC,Rozaimi Azwar Mat Noor,4,22,Central Midfield,Midfielders,252.0,https://www.transfermarkt.com/rozaimi-azwar-mat-noor/profil/spieler/501799,Malaysia
2016,Kelantan FC,Kelantan FC,Badhri Radzi,16,33,Central Midfield,Midfielders,253.0,https://www.transfermarkt.com/badhri-radzi/profil/spieler/264244,Malaysia
2016,Kelantan FC,Kelantan FC,S. Thinagaran,-,29,Right Midfield,Forwards,254.0,https://www.transfermarkt.com/s-thinagaran/profil/spieler/484746,Malaysia
2016,Kelantan FC,Kelantan FC,Amir Zikri Pauzi,-,21,Left Midfield,Forwards,255.0,https://www.transfermarkt.com/amir-zikri-pauzi/profil/spieler/527702,Malaysia
2016,Kelantan FC,Kelantan FC,Nik Akif,37,16,Attacking Midfield,Forwards,256.0,https://www.transfermarkt.com/nik-akif/profil/spieler/526642,Malaysia
2016,Kelantan FC,Kelantan FC,Indra Putra Mahayuddin,-,34,Left Winger,Forwards,257.0,https://www.transfermarkt.com/indra-putra-mahayuddin/profil/spieler/69302,Malaysia
2016,Kelantan FC,Kelantan FC,Hattaphon Bun An,-,24,Left Winger,Forwards,258.0,https://www.transfermarkt.com/hattaphon-bun-an/profil/spieler/484747,Malaysia
2016,Kelantan FC,Kelantan FC,Haikal Nazri,-,22,Left Winger,Forwards,259.0,https://www.transfermarkt.com/haikal-nazri/profil/spieler/545288,Malaysia
2016,Kelantan FC,Kelantan FC,Dong-hyeon Do,10,22,Right Winger,Forwards,100000.0,https://www.transfermarkt.com/dong-hyeon-do/profil/spieler/233167,"Korea, South"
2016,Kelantan FC,Kelantan FC,Syafiq Abd. Rahman,-,20,Right Winger,Forwards,261.0,https://www.transfermarkt.com/syafiq-abd-rahman/profil/spieler/527703,Malaysia
2016,Kelantan FC,Kelantan FC,Nor Farhan Muhammad,10,31,Right Winger,Forwards,262.0,https://www.transfermarkt.com/nor-farhan-muhammad/profil/spieler/263249,Malaysia
2016,Kelantan FC,Kelantan FC,Abu Baker Al-Mel,9,23,Second Striker,Goalkeeper,75000.0,https://www.transfermarkt.com/abu-baker-al-mel/profil/spieler/212344,Lebanon
2016,Kelantan FC,Kelantan FC,Khairul Izuan Rosli,-,24,Second Striker,Goalkeeper,264.0,https://www.transfermarkt.com/khairul-izuan-rosli/profil/spieler/301355,Malaysia
2016,Kelantan FC,Kelantan FC,Danial Ashraf Abdullah,34,18,Second Striker,Goalkeeper,265.0,https://www.transfermarkt.com/danial-ashraf-abdullah/profil/spieler/474571,Malaysia
2016,Kelantan FC,Kelantan FC,Bruno Lopes,50,29,Centre-Forward,Goalkeeper,500000.0,https://www.transfermarkt.com/bruno-lopes/profil/spieler/155469,Brazil
2016,Kelantan FC,Kelantan FC,l'Imam Seydi,-,30,Centre-Forward,Goalkeeper,200000.0,https://www.transfermarkt.com/limam-seydi/profil/spieler/159653,France
2016,Kelantan FC,Kelantan FC,Alessandro Padovani Celin,-,26,Centre-Forward,Goalkeeper,200000.0,https://www.transfermarkt.com/alessandro-padovani-celin/profil/spieler/210109,Brazil
2016,Kelantan FC,Kelantan FC,Mohamad Ghaddar,-,31,Centre-Forward,Defenders,269.0,https://www.transfermarkt.com/mohamad-ghaddar/profil/spieler/37028,Lebanon
2016,Kelantan FC,Kelantan FC,Fakhrul Zaman Zawawi,-,23,Centre-Forward,Defenders,270.0,https://www.transfermarkt.com/fakhrul-zaman-zawawi/profil/spieler/491501,Malaysia
2016,Kelantan FC,Kelantan FC,Nik Azli Nik Alias,36,18,Centre-Forward,Defenders,271.0,https://www.transfermarkt.com/nik-azli-nik-alias/profil/spieler/519883,Malaysia
2016,Terengganu FC II,Terengganu FC II,Hafidz Romly,1,26,Goalkeeper,Goalkeeper,272.0,https://www.transfermarkt.com/hafidz-romly/profil/spieler/486221,Malaysia
2016,Terengganu FC II,Terengganu FC II,Muhammad Izzuddin,23,23,Goalkeeper,Goalkeeper,273.0,https://www.transfermarkt.com/muhammad-izzuddin/profil/spieler/483944,Malaysia
2016,Terengganu FC II,Terengganu FC II,Suhaimi Husin,28,21,Goalkeeper,Goalkeeper,274.0,https://www.transfermarkt.com/suhaimi-husin/profil/spieler/483945,Malaysia
2016,Terengganu FC II,Terengganu FC II,Abdoulaye Maïga,3,27,Centre-Back,Defenders,150000.0,https://www.transfermarkt.com/abdoulaye-maiga/profil/spieler/133564,Mali
